date,location,co,no2,o3,pm10,pm25,so2,pm25_si,pm10_si,no2_si,so2_si,co_si,o3_si,aqi,aqi_category,dominant_pollutant
2021-09-04,"Central University, Hyderabad - TSPCB",359.0,23.5,9.98,19.2,3.15,46.2,5.25,19.2,29.375,58.595000000000006,17.95,9.98,58.595000000000006,Satisfactory,so2
2021-09-05,"Central University, Hyderabad - TSPCB",297.0,20.2,13.2,14.4,1.44,39.3,2.4,14.4,25.25,49.125,14.850000000000001,13.2,49.125,Good,so2
2021-09-06,"Central University, Hyderabad - TSPCB",278.0,18.0,12.1,13.2,1.31,0.809,2.1833333333333336,13.2,22.5,1.01125,13.9,12.1,22.5,Good,no2
2021-09-07,"Central University, Hyderabad - TSPCB",236.0,17.3,10.3,12.0,1.1,2.86,1.8333333333333335,12.0,21.625,3.5749999999999997,11.8,10.3,21.625,Good,no2
2021-09-08,"Central University, Hyderabad - TSPCB",360.0,15.9,10.5,13.1,1.03,2.23,1.7166666666666668,13.1,19.875,2.7875,18.0,10.5,19.875,Good,no2
2021-09-09,"Central University, Hyderabad - TSPCB",222.0,17.5,9.18,18.2,1.1,82.7,1.8333333333333335,18.2,21.875,101.891,11.100000000000001,9.18,101.891,Moderate,so2
2021-09-10,"Central University, Hyderabad - TSPCB",316.0,20.5,7.48,31.6,5.93,2.7,9.883333333333333,31.6,25.625,3.375,15.8,7.48,31.6,Good,pm10
2021-09-11,"Central University, Hyderabad - TSPCB",253.0,19.7,8.65,27.4,4.61,2.79,7.6833333333333345,27.4,24.625,3.4875,12.65,8.65,27.4,Good,pm10
2021-09-12,"Central University, Hyderabad - TSPCB",238.0,19.0,8.8,21.2,1.32,16.0,2.2,21.2,23.75,20.0,11.9,8.8,23.75,Good,no2
2021-09-13,"Central University, Hyderabad - TSPCB",255.0,17.1,13.2,14.3,0.5,2.51,0.8333333333333334,14.3,21.375,3.1374999999999997,12.75,13.2,21.375,Good,no2
2021-09-14,"Central University, Hyderabad - TSPCB",286.0,18.1,12.9,29.0,5.46,69.7,9.1,29.0,22.625,87.38250000000001,14.3,12.9,87.38250000000001,Satisfactory,so2
2021-09-15,"Central University, Hyderabad - TSPCB",336.0,20.5,11.7,72.8,14.1,2.52,23.5,73.344,25.625,3.15,16.8,11.7,73.344,Satisfactory,pm10
2021-09-16,"Central University, Hyderabad - TSPCB",269.0,22.0,8.45,69.9,14.0,35.5,23.333333333333336,70.50200000000001,27.5,44.375,13.450000000000001,8.45,70.50200000000001,Satisfactory,pm10
2021-09-17,"Central University, Hyderabad - TSPCB",291.0,21.3,10.6,63.1,12.5,29.7,20.833333333333336,63.838,26.625,37.125,14.55,10.6,63.838,Satisfactory,pm10
2021-09-18,"Central University, Hyderabad - TSPCB",305.0,24.4,11.5,58.1,14.4,40.2,24.0,58.938,30.5,51.245000000000005,15.25,11.5,58.938,Satisfactory,pm10
2021-09-19,"Central University, Hyderabad - TSPCB",458.0,30.2,7.55,49.0,17.4,3.41,29.0,49.0,37.75,4.2625,22.900000000000002,7.55,49.0,Good,pm10
2021-09-20,"Central University, Hyderabad - TSPCB",466.0,27.4,9.23,41.0,9.82,22.2,16.366666666666667,41.0,34.25,27.75,23.3,9.23,41.0,Good,pm10
2021-09-21,"Central University, Hyderabad - TSPCB",270.0,22.8,11.1,14.8,1.92,30.8,3.2,14.8,28.5,38.5,13.5,11.1,38.5,Good,so2
2021-09-22,"Central University, Hyderabad - TSPCB",336.0,21.8,10.6,17.6,2.32,36.6,3.8666666666666667,17.6,27.25,45.75,16.8,10.6,45.75,Good,so2
2021-09-23,"Central University, Hyderabad - TSPCB",356.0,27.7,11.4,21.2,4.35,3.54,7.25,21.2,34.625,4.425,17.8,11.4,34.625,Good,no2
2021-09-24,"Central University, Hyderabad - TSPCB",310.0,24.5,13.0,20.7,3.34,1.43,5.566666666666666,20.7,30.625,1.7874999999999999,15.5,13.0,30.625,Good,no2
2021-09-25,"Central University, Hyderabad - TSPCB",347.0,25.8,13.5,23.0,4.0,20.6,6.666666666666667,23.0,32.25,25.75,17.35,13.5,32.25,Good,no2
2021-09-26,"Central University, Hyderabad - TSPCB",325.0,23.3,13.0,19.2,3.77,29.1,6.283333333333333,19.2,29.125,36.375,16.25,13.0,36.375,Good,so2
2021-09-27,"Central University, Hyderabad - TSPCB",363.0,22.6,14.0,19.5,7.28,19.4,12.133333333333335,19.5,28.25,24.25,18.150000000000002,14.0,28.25,Good,no2
2021-09-28,"Central University, Hyderabad - TSPCB",250.0,21.1,11.1,15.9,2.66,19.2,4.433333333333334,15.9,26.375,24.0,12.5,11.1,26.375,Good,no2
2021-09-29,"Central University, Hyderabad - TSPCB",255.0,23.1,8.48,13.5,3.08,1.35,5.133333333333334,13.5,28.875,1.6875,12.75,8.48,28.875,Good,no2
2021-09-30,"Central University, Hyderabad - TSPCB",232.0,25.6,8.51,18.2,1.57,32.3,2.6166666666666667,18.2,32.0,40.375,11.600000000000001,8.51,40.375,Good,so2
2021-10-13,"Central University, Hyderabad - TSPCB",677.0,46.1,20.9,140.0,50.3,4.82,84.15666666666667,127.4,58.472500000000004,6.025,33.85,20.9,127.4,Moderate,pm10
2021-10-14,"Central University, Hyderabad - TSPCB",604.0,45.7,19.8,124.0,56.0,32.4,93.46666666666667,116.84,57.9825,40.5,30.200000000000003,19.8,116.84,Moderate,pm10
2021-10-16,"Central University, Hyderabad - TSPCB",510.0,28.9,34.3,137.0,72.0,781.0,140.6,125.42,36.125,295.5214285714286,25.5,34.3,295.5214285714286,Poor,so2
2021-10-18,"Central University, Hyderabad - TSPCB",389.0,25.4,30.6,85.8,37.7,33.3,63.57666666666667,86.084,31.75,41.625,19.450000000000003,30.6,86.084,Satisfactory,pm10
2021-10-19,"Central University, Hyderabad - TSPCB",542.0,30.3,23.7,94.9,37.8,22.6,63.739999999999995,95.00200000000001,37.875,28.25,27.1,23.7,95.00200000000001,Satisfactory,pm10
2021-10-20,"Central University, Hyderabad - TSPCB",660.0,41.0,18.0,123.0,47.4,7.12,79.42,116.18,52.225,8.9,33.0,18.0,116.18,Moderate,pm10
2021-10-21,"Central University, Hyderabad - TSPCB",504.0,41.3,20.0,105.0,42.3,5.05,71.09,104.3,52.592499999999994,6.3125,25.200000000000003,20.0,104.3,Moderate,pm10
2021-10-22,"Central University, Hyderabad - TSPCB",536.0,41.6,21.3,103.0,41.3,22.9,69.45666666666666,102.98,52.96,28.625,26.8,21.3,102.98,Moderate,pm10
2021-10-23,"Central University, Hyderabad - TSPCB",473.0,46.2,28.6,109.0,47.0,45.3,78.76666666666667,106.94,58.595000000000006,57.4925,23.650000000000002,28.6,106.94,Moderate,pm10
2021-10-24,"Central University, Hyderabad - TSPCB",578.0,46.1,26.3,111.0,49.5,6.05,82.85,108.26,58.472500000000004,7.5625,28.900000000000002,26.3,108.26,Moderate,pm10
2021-10-25,"Central University, Hyderabad - TSPCB",525.0,35.8,30.7,111.0,49.2,34.7,82.36,108.26,44.75,43.375,26.25,30.7,108.26,Moderate,pm10
2021-10-26,"Central University, Hyderabad - TSPCB",419.0,38.4,28.1,112.0,53.1,35.1,88.73,108.92,48.0,43.875,20.950000000000003,28.1,108.92,Moderate,pm10
2021-10-27,"Central University, Hyderabad - TSPCB",429.0,39.5,29.9,120.0,57.2,44.9,95.42666666666668,114.2,49.375,57.0025,21.450000000000003,29.9,114.2,Moderate,pm10
2021-10-28,"Central University, Hyderabad - TSPCB",520.0,40.0,30.4,124.0,59.1,9.3,98.53,116.84,50.0,11.625,26.0,30.4,116.84,Moderate,pm10
2021-10-29,"Central University, Hyderabad - TSPCB",357.0,32.4,33.0,90.6,42.4,10.3,71.25333333333333,90.788,40.5,12.875,17.85,33.0,90.788,Satisfactory,pm10
2021-10-30,"Central University, Hyderabad - TSPCB",586.0,38.2,31.9,117.0,59.2,29.0,98.69333333333333,112.22,47.75,36.25,29.3,31.9,112.22,Moderate,pm10
2021-10-31,"Central University, Hyderabad - TSPCB",557.0,36.4,37.3,112.0,55.4,6.97,92.48666666666666,108.92,45.5,8.7125,27.85,37.3,108.92,Moderate,pm10
2021-11-01,"Central University, Hyderabad - TSPCB",711.0,49.3,28.8,115.0,55.1,31.0,91.99666666666667,110.9,62.3925,38.75,35.550000000000004,28.8,110.9,Moderate,pm10
2021-11-02,"Central University, Hyderabad - TSPCB",615.0,43.9,16.6,79.5,38.5,46.8,64.88333333333333,79.91,55.777499999999996,59.33,30.75,16.6,79.91,Satisfactory,pm10
2021-11-03,"Central University, Hyderabad - TSPCB",498.0,32.3,15.6,32.9,12.7,21.5,21.166666666666668,32.9,40.375,26.875,24.900000000000002,15.6,40.375,Good,no2
2021-11-04,"Central University, Hyderabad - TSPCB",490.0,33.3,20.1,44.9,20.5,40.0,34.16666666666667,44.9,41.625,50.0,24.5,20.1,50.0,Good,so2
2021-11-05,"Central University, Hyderabad - TSPCB",462.0,34.1,17.2,65.5,34.8,23.4,58.839999999999996,66.19,42.625,29.25,23.1,17.2,66.19,Satisfactory,pm10
2021-11-06,"Central University, Hyderabad - TSPCB",419.0,35.2,20.3,88.6,40.4,22.4,67.98666666666666,88.828,44.0,28.0,20.950000000000003,20.3,88.828,Satisfactory,pm10
2021-11-07,"Central University, Hyderabad - TSPCB",524.0,38.3,27.9,115.0,62.6,29.4,109.58,110.9,47.875,36.75,26.200000000000003,27.9,110.9,Moderate,pm10
2021-11-08,"Central University, Hyderabad - TSPCB",400.0,38.4,36.9,128.0,57.2,37.3,95.42666666666668,119.48,48.0,46.625,20.0,36.9,119.48,Moderate,pm10
2021-11-09,"Central University, Hyderabad - TSPCB",663.0,43.1,39.9,135.0,66.2,30.7,121.46000000000001,124.1,54.7975,38.375,33.15,39.9,124.1,Moderate,pm10
2021-11-10,"Central University, Hyderabad - TSPCB",659.0,48.0,41.1,153.0,75.2,14.3,151.16,135.98000000000002,60.8,17.875,32.95,41.1,151.16,Moderate,pm25
2021-11-11,"Central University, Hyderabad - TSPCB",632.0,40.8,47.0,160.0,78.3,30.2,161.39,140.6,51.98,37.75,31.6,47.0,161.39,Moderate,pm25
2021-11-12,"Central University, Hyderabad - TSPCB",652.0,41.3,27.1,117.0,52.2,46.6,87.26,112.22,52.592499999999994,59.085,32.6,27.1,112.22,Moderate,pm10
2021-11-13,"Central University, Hyderabad - TSPCB",438.0,36.3,10.6,40.4,14.9,41.8,24.833333333333336,40.4,45.375,53.205,21.900000000000002,10.6,53.205,Satisfactory,so2
2021-11-14,"Central University, Hyderabad - TSPCB",486.0,38.6,22.5,36.2,11.1,28.0,18.5,36.2,48.25,35.0,24.3,22.5,48.25,Good,no2
2021-11-15,"Central University, Hyderabad - TSPCB",426.0,37.4,9.41,37.8,12.6,18.3,21.0,37.8,46.75,22.875,21.3,9.41,46.75,Good,no2
2021-11-16,"Central University, Hyderabad - TSPCB",422.0,33.6,9.14,28.9,7.19,2.46,11.983333333333334,28.9,42.0,3.075,21.1,9.14,42.0,Good,no2
2021-11-17,"Central University, Hyderabad - TSPCB",541.0,34.1,8.7,31.9,8.32,19.8,13.866666666666667,31.9,42.625,24.75,27.05,8.7,42.625,Good,no2
2021-11-18,"Central University, Hyderabad - TSPCB",629.0,39.8,9.27,62.3,26.8,20.3,44.66666666666667,63.053999999999995,49.75,25.375,31.450000000000003,9.27,63.053999999999995,Satisfactory,pm10
2021-11-19,"Central University, Hyderabad - TSPCB",402.0,34.0,8.59,38.9,14.7,28.8,24.5,38.9,42.5,36.0,20.1,8.59,42.5,Good,no2
2021-11-20,"Central University, Hyderabad - TSPCB",389.0,31.9,8.62,20.6,6.79,27.2,11.316666666666666,20.6,39.875,34.0,19.450000000000003,8.62,39.875,Good,no2
2021-11-21,"Central University, Hyderabad - TSPCB",459.0,33.0,6.61,17.8,6.45,19.4,10.75,17.8,41.25,24.25,22.950000000000003,6.61,41.25,Good,no2
2021-11-22,"Central University, Hyderabad - TSPCB",606.0,38.5,16.5,34.4,7.52,42.2,12.533333333333333,34.4,48.125,53.69500000000001,30.3,16.5,53.69500000000001,Satisfactory,so2
2021-11-23,"Central University, Hyderabad - TSPCB",678.0,37.0,7.26,49.9,15.9,34.3,26.5,49.9,46.25,42.875,33.9,7.26,49.9,Good,pm10
2021-11-24,"Central University, Hyderabad - TSPCB",531.0,41.0,10.9,66.9,33.1,39.2,56.06333333333333,67.56200000000001,52.225,49.0,26.55,10.9,67.56200000000001,Satisfactory,pm10
2021-11-25,"Central University, Hyderabad - TSPCB",593.0,40.8,24.4,87.6,41.8,24.4,70.27333333333333,87.84799999999998,51.98,30.5,29.650000000000002,24.4,87.84799999999998,Satisfactory,pm10
2021-11-26,"Central University, Hyderabad - TSPCB",579.0,44.2,22.4,105.0,52.6,32.5,87.91333333333333,104.3,56.145,40.625,28.950000000000003,22.4,104.3,Moderate,pm10
2021-11-27,"Central University, Hyderabad - TSPCB",571.0,44.5,25.2,103.0,53.9,32.8,90.03666666666666,102.98,56.5125,41.0,28.55,25.2,102.98,Moderate,pm10
2021-11-28,"Central University, Hyderabad - TSPCB",382.0,37.5,27.5,98.5,55.0,4.5,91.83333333333334,98.53,46.875,5.625,19.1,27.5,98.53,Satisfactory,pm10
2021-11-29,"Central University, Hyderabad - TSPCB",607.0,39.5,27.0,127.0,72.5,55.8,142.25,118.82,49.375,70.35499999999999,30.35,27.0,142.25,Moderate,pm25
2021-11-30,"Central University, Hyderabad - TSPCB",562.0,46.7,32.0,108.0,54.5,8.58,91.01666666666667,106.28,59.2075,10.725,28.1,32.0,106.28,Moderate,pm10
2021-12-01,"Central University, Hyderabad - TSPCB",646.0,43.4,32.3,121.0,64.8,36.4,116.83999999999999,114.86,55.165,45.5,32.300000000000004,32.3,116.83999999999999,Moderate,pm25
2021-12-02,"Central University, Hyderabad - TSPCB",641.0,37.7,41.5,122.0,70.3,4.43,134.98999999999998,115.52,47.125,5.5375,32.050000000000004,41.5,134.98999999999998,Moderate,pm25
2021-12-03,"Central University, Hyderabad - TSPCB",673.0,43.3,35.8,146.0,75.1,6.63,150.82999999999998,131.36,55.0425,8.2875,33.65,35.8,150.82999999999998,Moderate,pm25
2021-12-04,"Central University, Hyderabad - TSPCB",593.0,44.3,33.1,140.0,66.6,16.0,122.77999999999997,127.4,56.2675,20.0,29.650000000000002,33.1,127.4,Moderate,pm10
2021-12-05,"Central University, Hyderabad - TSPCB",619.0,44.1,41.5,127.0,56.9,14.7,94.93666666666667,118.82,56.0225,18.375,30.950000000000003,41.5,118.82,Moderate,pm10
2021-12-06,"Central University, Hyderabad - TSPCB",379.0,36.2,33.0,73.0,30.8,29.2,52.306666666666665,73.53999999999999,45.25,36.5,18.95,33.0,73.53999999999999,Satisfactory,pm10
2021-12-07,"Central University, Hyderabad - TSPCB",413.0,39.2,29.2,86.0,33.1,57.2,56.06333333333333,86.28,49.0,72.07000000000001,20.650000000000002,29.2,86.28,Satisfactory,pm10
2021-12-08,"Central University, Hyderabad - TSPCB",521.0,43.5,27.5,97.1,46.3,44.9,77.62333333333333,97.15799999999999,55.2875,57.0025,26.05,27.5,97.15799999999999,Satisfactory,pm10
2021-12-09,"Central University, Hyderabad - TSPCB",551.0,42.1,22.5,89.5,41.9,23.8,70.43666666666667,89.71000000000001,53.572500000000005,29.75,27.55,22.5,89.71000000000001,Satisfactory,pm10
2021-12-10,"Central University, Hyderabad - TSPCB",526.0,40.4,19.0,67.0,31.7,41.7,53.776666666666664,67.66,51.489999999999995,53.0825,26.3,19.0,67.66,Satisfactory,pm10
2021-12-11,"Central University, Hyderabad - TSPCB",564.0,41.2,23.0,95.4,48.5,25.4,81.21666666666667,95.492,52.470000000000006,31.75,28.200000000000003,23.0,95.492,Satisfactory,pm10
2021-12-12,"Central University, Hyderabad - TSPCB",569.0,41.4,29.6,107.0,57.0,38.0,95.1,105.62,52.714999999999996,47.5,28.450000000000003,29.6,105.62,Moderate,pm10
2021-12-13,"Central University, Hyderabad - TSPCB",570.0,48.5,24.5,112.0,58.7,33.1,97.87666666666667,108.92,61.4125,41.375,28.5,24.5,108.92,Moderate,pm10
2021-12-14,"Central University, Hyderabad - TSPCB",587.0,45.6,24.0,125.0,68.7,17.9,129.71,117.5,57.86,22.375,29.35,24.0,129.71,Moderate,pm25
2021-12-15,"Central University, Hyderabad - TSPCB",683.0,51.7,29.2,149.0,72.8,32.7,143.23999999999998,133.34,65.33250000000001,40.875,34.15,29.2,143.23999999999998,Moderate,pm25
2021-12-16,"Central University, Hyderabad - TSPCB",597.0,49.5,26.4,134.0,61.3,36.2,105.28999999999999,123.44,62.6375,45.25,29.85,26.4,123.44,Moderate,pm10
2021-12-17,"Central University, Hyderabad - TSPCB",566.0,55.1,25.9,143.0,61.0,46.5,104.3,129.38,69.4975,58.9625,28.3,25.9,129.38,Moderate,pm10
2021-12-18,"Central University, Hyderabad - TSPCB",627.0,50.4,27.9,126.0,54.9,28.0,91.66999999999999,118.16,63.739999999999995,35.0,31.35,27.9,118.16,Moderate,pm10
2021-12-19,"Central University, Hyderabad - TSPCB",612.0,52.8,35.3,146.0,73.7,56.9,146.21,131.36,66.67999999999999,71.7025,30.6,35.3,146.21,Moderate,pm25
2021-12-20,"Central University, Hyderabad - TSPCB",667.0,50.5,34.7,150.0,77.5,68.4,158.75,134.0,63.8625,85.79,33.35,34.7,158.75,Moderate,pm25
2021-12-21,"Central University, Hyderabad - TSPCB",650.0,37.8,46.8,,82.0,18.4,173.6,,47.25,23.0,32.5,46.8,173.6,Moderate,pm25
2021-12-22,"Central University, Hyderabad - TSPCB",1370.0,97.0,4.25,177.0,,15.6,,151.82,117.83,19.5,69.13,4.25,151.82,Moderate,pm10
2021-12-23,"Central University, Hyderabad - TSPCB",832.0,78.4,30.5,139.0,55.6,13.0,92.81333333333333,126.74000000000001,98.04000000000002,16.25,41.6,30.5,126.74000000000001,Moderate,pm10
2021-12-24,"Central University, Hyderabad - TSPCB",571.0,54.9,37.9,130.0,66.0,6.7,120.8,120.8,69.2525,8.375,28.55,37.9,120.8,Moderate,pm25
2021-12-25,"Central University, Hyderabad - TSPCB",867.0,59.7,27.5,145.0,71.6,106.0,139.27999999999997,130.7,75.13250000000001,109.58,43.35,27.5,139.27999999999997,Moderate,pm25
2021-12-26,"Central University, Hyderabad - TSPCB",1030.0,68.1,8.07,157.0,80.7,4.11,169.31,138.62,85.42249999999999,5.1375,52.47,8.07,169.31,Moderate,pm25
2021-12-27,"Central University, Hyderabad - TSPCB",513.0,44.0,24.4,104.0,59.6,130.0,99.34666666666666,103.64,55.9,117.5,25.650000000000002,24.4,117.5,Moderate,so2
2021-12-28,"Central University, Hyderabad - TSPCB",538.0,41.2,20.8,95.3,58.0,2.38,96.73333333333333,95.394,52.470000000000006,2.9749999999999996,26.900000000000002,20.8,96.73333333333333,Satisfactory,pm25
2021-12-29,"Central University, Hyderabad - TSPCB",422.0,37.6,24.9,80.5,34.0,4.84,57.53333333333333,80.89,47.0,6.05,21.1,24.9,80.89,Satisfactory,pm10
2021-12-30,"Central University, Hyderabad - TSPCB",389.0,38.0,23.0,74.7,34.6,2.23,58.513333333333335,75.206,47.5,2.7875,19.450000000000003,23.0,75.206,Satisfactory,pm10
2021-12-31,"Central University, Hyderabad - TSPCB",510.0,40.0,37.1,103.0,57.0,4.93,95.1,102.98,50.0,6.1625,25.5,37.1,102.98,Moderate,pm10
2022-01-01,"Central University, Hyderabad - TSPCB",616.0,47.0,22.3,109.0,62.5,6.03,109.25,106.94,59.575,7.5375000000000005,30.8,22.3,109.25,Moderate,pm25
2022-01-02,"Central University, Hyderabad - TSPCB",574.0,45.5,20.1,104.0,59.7,3.89,99.51,103.64,57.7375,4.8625,28.700000000000003,20.1,103.64,Moderate,pm10
2022-01-03,"Central University, Hyderabad - TSPCB",614.0,49.6,31.0,111.0,62.2,6.43,108.26,108.26,62.760000000000005,8.0375,30.700000000000003,31.0,108.26,Moderate,pm25
2022-01-04,"Central University, Hyderabad - TSPCB",635.0,52.8,20.0,126.0,67.4,7.6,125.42000000000002,118.16,66.67999999999999,9.5,31.75,20.0,125.42000000000002,Moderate,pm25
2022-01-05,"Central University, Hyderabad - TSPCB",504.0,40.5,25.3,112.0,62.8,4.71,110.24,108.92,51.6125,5.8875,25.200000000000003,25.3,110.24,Moderate,pm25
2022-01-06,"Central University, Hyderabad - TSPCB",495.0,40.1,26.7,90.3,47.5,3.98,79.58333333333333,90.494,51.1225,4.975,24.75,26.7,90.494,Satisfactory,pm10
2022-01-07,"Central University, Hyderabad - TSPCB",474.0,42.1,22.5,69.1,32.5,41.3,55.083333333333336,69.71799999999999,53.572500000000005,52.592499999999994,23.700000000000003,22.5,69.71799999999999,Satisfactory,pm10
2022-01-08,"Central University, Hyderabad - TSPCB",367.0,29.0,33.4,46.6,19.6,2.82,32.66666666666667,46.6,36.25,3.525,18.35,33.4,46.6,Good,pm10
2022-01-09,"Central University, Hyderabad - TSPCB",427.0,33.2,19.0,59.5,26.0,33.5,43.333333333333336,60.31,41.5,41.875,21.35,19.0,60.31,Satisfactory,pm10
2022-01-10,"Central University, Hyderabad - TSPCB",408.0,32.9,20.9,63.3,27.6,3.55,46.00000000000001,64.03399999999999,41.125,4.4375,20.400000000000002,20.9,64.03399999999999,Satisfactory,pm10
2022-01-11,"Central University, Hyderabad - TSPCB",311.0,30.4,20.0,60.1,26.3,2.26,43.833333333333336,60.898,38.0,2.8249999999999997,15.55,20.0,60.898,Satisfactory,pm10
2022-01-12,"Central University, Hyderabad - TSPCB",400.0,36.2,23.2,63.6,31.0,3.16,52.63333333333333,64.328,45.25,3.95,20.0,23.2,64.328,Satisfactory,pm10
2022-01-13,"Central University, Hyderabad - TSPCB",400.0,34.6,16.5,56.1,27.4,2.95,45.666666666666664,56.978,43.25,3.6875,20.0,16.5,56.978,Satisfactory,pm10
2022-01-14,"Central University, Hyderabad - TSPCB",316.0,33.8,19.4,51.4,21.6,35.4,36.00000000000001,52.372,42.25,44.25,15.8,19.4,52.372,Satisfactory,pm10
2022-01-15,"Central University, Hyderabad - TSPCB",417.0,34.7,19.6,60.7,27.7,32.2,46.166666666666664,61.486000000000004,43.375,40.25,20.85,19.6,61.486000000000004,Satisfactory,pm10
2022-01-16,"Central University, Hyderabad - TSPCB",539.0,36.2,15.8,60.9,39.6,35.1,66.68,61.682,45.25,43.875,26.950000000000003,15.8,66.68,Satisfactory,pm25
2022-01-17,"Central University, Hyderabad - TSPCB",434.0,36.1,19.6,61.2,34.0,26.5,57.53333333333333,61.976,45.125,33.125,21.700000000000003,19.6,61.976,Satisfactory,pm10
2022-01-18,"Central University, Hyderabad - TSPCB",501.0,38.5,19.0,78.9,42.6,33.7,71.58,79.322,48.125,42.125,25.05,19.0,79.322,Satisfactory,pm10
2022-01-19,"Central University, Hyderabad - TSPCB",762.0,52.2,5.05,143.0,63.7,4.17,113.21000000000001,129.38,65.94500000000001,5.2125,38.1,5.05,129.38,Moderate,pm10
2022-01-20,"Central University, Hyderabad - TSPCB",490.0,41.5,17.7,106.0,39.7,3.47,66.84333333333333,104.96,52.8375,4.3375,24.5,17.7,104.96,Moderate,pm10
2022-01-21,"Central University, Hyderabad - TSPCB",391.0,38.5,21.8,86.4,34.7,7.59,58.67666666666667,86.672,48.125,9.4875,19.55,21.8,86.672,Satisfactory,pm10
2022-01-22,"Central University, Hyderabad - TSPCB",699.0,50.8,7.46,102.0,42.3,5.79,71.09,102.32,64.22999999999999,7.2375,34.95,7.46,102.32,Moderate,pm10
2022-01-23,"Central University, Hyderabad - TSPCB",570.0,66.4,16.6,108.0,43.7,7.87,73.37666666666667,106.28,83.34,9.8375,28.5,16.6,106.28,Moderate,pm10
2022-01-24,"Central University, Hyderabad - TSPCB",341.0,36.6,22.6,103.0,37.0,5.14,62.43333333333334,102.98,45.75,6.425,17.05,22.6,102.98,Moderate,pm10
2022-01-25,"Central University, Hyderabad - TSPCB",453.0,44.6,22.0,,,8.87,,,56.635000000000005,11.087499999999999,22.650000000000002,22.0,56.635000000000005,Satisfactory,no2
2022-01-26,"Central University, Hyderabad - TSPCB",445.0,42.3,29.5,,74.0,7.83,147.2,,53.817499999999995,9.7875,22.25,29.5,147.2,Moderate,pm25
2022-01-28,"Central University, Hyderabad - TSPCB",353.0,39.0,38.6,136.0,44.5,8.23,74.68333333333334,124.76,48.75,10.287500000000001,17.650000000000002,38.6,124.76,Moderate,pm10
2022-01-29,"Central University, Hyderabad - TSPCB",526.0,59.8,23.5,117.0,46.2,15.6,77.46000000000001,112.22,75.255,19.5,26.3,23.5,112.22,Moderate,pm10
2022-01-30,"Central University, Hyderabad - TSPCB",1080.0,81.3,9.94,155.0,68.0,5.38,127.4,137.3,102.28699999999999,6.725,54.92,9.94,137.3,Moderate,pm10
2022-02-02,"Central University, Hyderabad - TSPCB",880.0,46.6,29.2,143.0,53.0,3.4,88.56666666666666,129.38,59.085,4.25,44.0,29.2,129.38,Moderate,pm10
2022-02-04,"Central University, Hyderabad - TSPCB",620.0,36.3,124.0,128.0,49.0,4.1,82.03333333333333,119.48,45.375,5.125,31.0,135.94117647058823,135.94117647058823,Moderate,o3
2022-03-25,"Central University, Hyderabad - TSPCB",4010.0,38.9,7.38,118.0,51.9,2.39,86.77,112.88,48.625,2.9875000000000003,125.87375,7.38,125.87375,Moderate,co
2022-03-26,"Central University, Hyderabad - TSPCB",483.0,34.9,0.0,116.0,44.2,27.8,74.19333333333334,111.56,43.625,34.75,24.150000000000002,0.0,111.56,Moderate,pm10
2022-03-27,"Central University, Hyderabad - TSPCB",561.0,37.6,16.8,123.0,45.9,29.8,76.97,116.18,47.0,37.25,28.05,16.8,116.18,Moderate,pm10
2022-03-28,"Central University, Hyderabad - TSPCB",565.0,37.6,12.2,111.0,44.8,2.85,75.17333333333333,108.26,47.0,3.5625,28.25,12.2,108.26,Moderate,pm10
2022-03-29,"Central University, Hyderabad - TSPCB",580.0,40.3,22.4,121.0,47.1,38.3,78.93,114.86,51.3675,47.875,29.0,22.4,114.86,Moderate,pm10
2022-03-30,"Central University, Hyderabad - TSPCB",808.0,40.7,17.6,143.0,52.7,41.3,88.07666666666667,129.38,51.8575,52.592499999999994,40.400000000000006,17.6,129.38,Moderate,pm10
2022-03-31,"Central University, Hyderabad - TSPCB",653.0,36.5,18.6,146.0,49.6,29.0,83.01333333333334,131.36,45.625,36.25,32.65,18.6,131.36,Moderate,pm10
2022-04-01,"Central University, Hyderabad - TSPCB",746.0,32.9,30.4,133.0,54.9,3.86,91.66999999999999,122.78,41.125,4.825,37.300000000000004,30.4,122.78,Moderate,pm10
2022-04-02,"Central University, Hyderabad - TSPCB",473.0,27.8,25.8,102.0,41.0,39.6,68.96666666666667,102.32,34.75,49.5,23.650000000000002,25.8,102.32,Moderate,pm10
2022-04-03,"Central University, Hyderabad - TSPCB",428.0,26.4,2.98,99.3,42.2,29.6,70.92666666666668,99.314,33.0,37.0,21.400000000000002,2.98,99.314,Satisfactory,pm10
2022-04-04,"Central University, Hyderabad - TSPCB",466.0,27.0,18.9,104.0,37.3,28.9,62.92333333333333,103.64,33.75,36.125,23.3,18.9,103.64,Moderate,pm10
2022-04-05,"Central University, Hyderabad - TSPCB",435.0,37.2,19.2,100.0,30.0,38.1,50.0,100.0,46.5,47.625,21.75,19.2,100.0,Satisfactory,pm10
2022-04-06,"Central University, Hyderabad - TSPCB",370.0,49.7,21.1,104.0,32.3,27.1,54.75666666666666,103.64,62.88250000000001,33.875,18.5,21.1,103.64,Moderate,pm10
2022-04-07,"Central University, Hyderabad - TSPCB",480.0,50.0,23.4,124.0,40.1,28.8,67.49666666666667,116.84,63.25,36.0,24.0,23.4,116.84,Moderate,pm10
